recipe_id,line_no,raw_line,qty,unit,name_raw,state,dry_fresh,parse_status
32,1,1-1/2 cups Mixed dry fruits - I used apricot,1-1/2,cup,Mixed dry fruits (Apricot),,Dry,reviewed
32,2,3/4 cup Rum - or Double with orange juice,3/4,cup,Rum,,,reviewed
32,3,1/2 cup Sugar,1/2,cup,Sugar,,,auto
32,4,1/2 cup Hot water,1/2,cup,Hot water,,,auto
32,5,1 cup Vivatta Maida,1,cup,Vivatta Maida,,,auto
32,6,1/2 teaspoon Baking powder,1/2,teaspoon,Baking powder,,,auto
32,7,1/2 teaspoon Baking soda,1/2,teaspoon,Baking soda,,,auto
32,8,3 Cloves (Laung),3,clove,Cloves (Laung),cloves,,reviewed
32,9,3 Cardamom (Elaichi) Pods/Seeds,3,,Cardamom (Elaichi) Pods/Seeds,,,reviewed
32,10,1 pinch Cinnamon Powder (Dalchini),1,pinch,Cinnamon Powder (Dalchini),,,auto
32,11,1 pinch Nutmeg powder,1,pinch,Nutmeg powder,,,auto
32,12,5 tablespoons Butter (unsalted),5,tablespoon,Butter (unsalted),,,auto
32,13,1/2 cup Sugar,1/2,cup,Sugar,,,auto
32,14,2 Whole Eggs,2,,Whole Eggs,,,auto
32,15,1-1/2 cups Mixed nuts - I used almond,1-1/2,cup,Mixed nuts (Almond),,,reviewed
32,16,1/2 cup Tutti frutti,1/2,cup,Tutti frutti,,,auto
32,17,1 pinch Salt,1,pinch,Salt,,,auto
33,1,1 Mango (Ripe) - peel & slice,1,,Mango (Ripe),peeled and sliced,,reviewed
33,2,3 Green Chillies - slit,3,,Green Chillies,slit,,auto
33,3,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,auto
33,4,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
33,5,1 tablespoon Jaggery,1,tablespoon,Jaggery,,,auto
33,6,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
33,7,1/4 cup Curd (Dahi / Yogurt),1/4,cup,Curd (Dahi / Yogurt),,,auto
33,8,1 tablespoons Coconut Oil,1,tablespoon,Coconut Oil,,,auto
33,9,2 to 3 Dry Red Chilli,2.5,,Dry Red Chilli,,Dry,reviewed
33,10,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
33,11,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,auto
33,12,Salt - to taste,nan,,Salt,,,reviewed
34,1,2 Seer fish - cleaned and cut,2,,Seer fish,cleaned and cut,,auto
34,2,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
34,3,1 cup Tamarind Water,1,cup,Tamarind Water,,,auto
34,4,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
34,5,1 cup Coconut milk,1,cup,Coconut milk,,,auto
34,6,1 Lemon juice,1,,Lemon juice,,,auto
34,7,Salt - to taste,nan,,Salt,,,reviewed
34,8,Coconut Oil - as required,nan,,Coconut Oil,,,reviewed
34,9,1 Onion - sliced,1,,Onion,sliced,,auto
34,10,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,auto
34,11,4 cloves Garlic,4,clove,Garlic,,,auto
34,12,1 inch Ginger - chopped,1,inch,Ginger,chopped,,reviewed
34,13,1 Green Chilli - chopped,1,,Green Chilli,chopped,,auto
35,1,2 Mango (Ripe),2,,Mango (Ripe),,,auto
35,2,1 cup Coconut milk,1,cup,Coconut milk,,,auto
35,3,1/4 cup Palm sugar,1/4,cup,Palm sugar,,,auto
35,4,1 teaspoons Cardamom Powder (Elaichi),1,teaspoon,Cardamom Powder (Elaichi),,,auto
35,5,3 tablespoons Fresh coconut - or dessicated coconut (grated),3,tablespoon,Fresh coconut,(grated),Fresh,reviewed
35,6,2 tablespoons Badam (Almond) - sliced or chopped,2,tablespoon,Badam (Almond),sliced or chopped,,auto
35,7,1 teaspoon Ghee,1,teaspoon,Ghee,,,auto
36,1,1 cup Guava juice - chilled,1,cup,Guava juice,chilled,,auto
36,2,1 cup Papaya juice - chilled,1,cup,Papaya juice,chilled,,auto
36,3,500 ml Champagne - or Sparkling wine,500,milliliter,Champagne,,,reviewed
36,4,1 Lemon - juiced,1,,Lemon,juiced,,auto
36,5,1/4 cup Guava - cubes (optional),1/4,cup,Guava,cubed,,reviewed
36,6,1/4 cup Papaya - cubes (optional),1/4,cup,Papaya,cubed,,reviewed
37,1,100 grams Raisins,100,gram,Raisins,,,auto
37,2,100 grams Glazed Cherries,100,gram,Glazed Cherries,,,auto
37,3,100 grams Dried Figs,100,gram,Dried Figs,,Dried,auto
37,4,100 grams Tutti frutti,100,gram,Tutti frutti,,,auto
37,5,50 grams Badam (Almond),50,gram,Badam (Almond),,,auto
37,6,50 grams Cashew nuts,50,gram,Cashew nuts,,,auto
37,7,100 ml Rum - or orange juice (adjust),100,milliliter,Rum,,,reviewed
37,8,100 grams Butter (unsalted),100,gram,Butter (unsalted),,,auto
37,9,125 grams Ghee,125,gram,Ghee,,,auto
37,10,300 grams Caster Sugar,300,gram,Caster Sugar,,,auto
37,11,4 Egg yolks,4,,Egg yolks,,,auto
37,12,1 teaspoon Vanilla Extract,1,teaspoon,Vanilla Extract,,,auto
37,13,3 tablespoons Candied orange peel,3,tablespoon,Candied orange peel,,,auto
37,14,1/4 cup Caramel Sauce,1/4,cup,Caramel Sauce,,,auto
37,15,1 Orange,1,,Orange,,,auto
37,16,250 grams All Purpose Flour (Maida),250,gram,All Purpose Flour (Maida),,,auto
37,17,1/2 teaspoon Baking powder,1/2,teaspoon,Baking powder,,,auto
37,18,1/4 teaspoon Baking soda,1/4,teaspoon,Baking soda,,,auto
37,19,1 teaspoon Cinnamon Powder (Dalchini),1,teaspoon,Cinnamon Powder (Dalchini),,,auto
37,20,1/4 teaspoon Nutmeg powder,1/4,teaspoon,Nutmeg powder,,,auto
37,21,1/2 teaspoon Cloves (Laung) - powdered,1/2,teaspoon,Cloves (Laung),powdered,,auto
37,22,1/2 teaspoon Dry ginger powder,1/2,teaspoon,Dry ginger powder,,Dry,auto
37,23,1/4 cup Milk,1/4,cup,Milk,,,auto
37,24,4 Egg whites,4,,Egg whites,,,auto
37,25,3 tablespoons Lemon juice,3,tablespoon,Lemon juice,,,auto
37,26,4 tablespoons Sugar,4,tablespoon,Sugar,,,auto
38,1,500 grams Shrimps - cleaned and deveined,500,gram,Shrimps,cleaned and deveined,,auto
38,2,1/2 cup Pearl onions (Sambar Onions),1/2,cup,Pearl onions (Sambar Onions),,,auto
38,3,1 Tomato - chopped,1,,Tomato,chopped,,auto
38,4,1 Green Chilli - slit,1,,Green Chilli,slit,,auto
38,5,1 inch Ginger,1,inch,Ginger,,,reviewed
38,6,4 cloves Garlic,4,clove,Garlic,,,auto
38,7,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),,,reviewed
38,8,1 Cardamom (Elaichi) Pods/Seeds,1,,Cardamom (Elaichi) Pods/Seeds,,,reviewed
38,9,1 teaspoon Whole Black Peppercorns,1,teaspoon,Whole Black Peppercorns,,,auto
38,10,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
38,11,1 cup Coconut milk,1,cup,Coconut milk,,,auto
38,12,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
38,13,1 Lemon juice,1,,Lemon juice,,,auto
38,14,1 teaspoon Sugar,1,teaspoon,Sugar,,,auto
38,15,Salt - to taste,nan,,Salt,,,reviewed
38,16,Coconut Oil - for cooking,nan,,Coconut Oil,,,reviewed
39,1,2 cups suran - chopped,2,cup,suran,chopped,,auto
39,2,2-1 / 2 cups water,2-1/2,cup,water,,,reviewed
39,3,8 cloves garlic,8,clove,garlic,,,auto
39,4,1 onion - finely chopped,1,,onion,finely chopped,,auto
39,5,1/2 teaspoon turmeric powder,1/2,teaspoon,turmeric powder,,,auto
39,6,1-1 / 2 teaspoon red chilli powder,1-1/2,teaspoon,red chilli powder,,,reviewed
39,7,1/2 teaspoon Black pepper powder,1/2,teaspoon,Black pepper powder,,,auto
39,8,1/2 teaspoon fennel powder,1/2,teaspoon,fennel powder,,,auto
39,9,1 tablespoon oil,1,tablespoon,oil,,,auto
39,10,1 teaspoon mustard,1,teaspoon,mustard,,,auto
39,11,6 curry leaves,6,,curry leaves,,,auto
40,1,500 grams Prawns - tiger,500,gram,Prawns,tiger,,reviewed
40,2,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,auto
40,3,2 tablespoons Coriander (Dhania) Seeds,2,tablespoon,Coriander (Dhania) Seeds,,,auto
40,4,4 Dry Red Chillies,4,,Dry Red Chillies,,Dry,auto
40,5,8 Shallots,8,,Shallots,,,auto
40,6,8 cloves Garlic - split lengthwise,8,clove,Garlic,split lengthwise,,auto
40,7,1 teaspoon Methi Seeds (Fenugreek Seeds),1,teaspoon,Methi Seeds (Fenugreek Seeds),,,auto
40,8,1-1/2 teaspoon Cumin seeds (Jeera),1-1/2,teaspoon,Cumin seeds (Jeera),,,reviewed
40,9,Turmeric powder (Haldi) - a pinch (optional),1,pinch,Turmeric powder (Haldi),,,reviewed
40,10,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
40,11,Curry leaves - Few,nan,,Curry leaves,,,reviewed
40,12,30 grams Tamarind,30,gram,Tamarind,,,auto
40,13,Salt - to taste,nan,,Salt,,,reviewed
41,1,2 Brinjal (Baingan / Eggplant) - finely chopped (use the regular small eggplant and not the ones used for baingan bhartha),2,,Brinjal (Baingan / Eggplant),finely chopped,,auto
41,2,1/4 teaspoon Mustard seeds,1/4,teaspoon,Mustard seeds,,,auto
41,3,1 Onion - finely chopped,1,,Onion,finely chopped,,auto
41,4,1 to 2 Green Chillies - slit lengthwise (use as per spice tolerance) 1/2 tablespoon kashmiri chili powder (use as per spice tolerance),1.5,,Green Chillies,slit lengthwise,,reviewed
41,5,1 pinch Turmeric powder (Haldi),1,pinch,Turmeric powder (Haldi),,,auto
41,6,1/2 tablespoon Coriander Powder (Dhania),1/2,tablespoon,Coriander Powder (Dhania),,,auto
41,7,1/2 teaspoon Fennel seeds (Saunf) - in case you don't have fennel seeds you could use cumin seeds,1/2,teaspoon,Fennel seeds (Saunf),,,reviewed
41,8,1/2 teaspoon Methi Seeds (Fenugreek Seeds) - grounded,1/2,teaspoon,Methi Seeds (Fenugreek Seeds),grounded,,auto
41,9,1 Tomatoes - finely chopped,1,,Tomatoes,finely chopped,,auto
41,10,1/2 cup Coconut milk - thick,1/2,cup,Coconut milk,thick,,reviewed
41,11,Coconut Oil - or vegetable oil as required,nan,,Coconut Oil,,,reviewed
41,12,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
41,13,3 sprig Coriander (Dhania) Leaves - finely chopped (optional),3,sprig,Coriander (Dhania) Leaves,finely chopped,,auto
42,1,1/2 cup Yellow Moong Dal (Split),1/2,cup,Yellow Moong Dal (Split),,,auto
42,2,1 Chayote - peeled and diced,1,,Chayote,peeled and diced,,auto
42,3,1 Potato (Aloo) - peeled and diced,1,,Potato (Aloo),peeled and diced,,auto
42,4,2 Carrot (Gajjar) - peeled and diced,2,,Carrot (Gajjar),peeled and diced,,auto
42,5,1/4 cup Green peas (Matar),1/4,cup,Green peas (Matar),,,auto
42,6,2 Green Chillies - slit,2,,Green Chillies,slit,,auto
42,7,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
42,8,Salt - to taste,nan,,Salt,,,reviewed
42,9,Curry leaves - a sprig,1,sprig,Curry leaves,,,reviewed
42,10,1/4 teaspoon Black pepper powder,1/4,teaspoon,Black pepper powder,,,auto
42,11,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,auto
43,1,1 cabbage - finely chopped,1,,cabbage,finely chopped,,auto
43,2,1/2 cup green peas - optional,1/2,cup,green peas,,,reviewed
43,3,1 sprig curry leaf,1,sprig,curry leaf,,,reviewed
43,4,1/4 tsp rye,1/4,teaspoon,rye,,,auto
43,5,1 red chili,1,,red chili,,,auto
43,6,1 tsp white urad dal,1,teaspoon,white urad dal,,,auto
43,7,1/4 tsp turmeric powder,1/4,teaspoon,turmeric powder,,,auto
43,8,Salt - as per taste,nan,,Salt,,,reviewed
43,9,1 tsp oil - as per use,1,teaspoon,oil,,,reviewed
43,10,5 tbsp coconut - grated,5,tablespoon,coconut,grated,,auto
43,11,6 small onions - chopped,6,,small onions,chopped,,auto
43,12,3 cloves garlic - chopped,3,clove,garlic,chopped,,auto
43,13,green chili - chopped,nan,,green chili,chopped,,auto
43,14,3 sprig curry leaves,3,sprig,curry leaves,,,auto
44,1,3 carrots - chop,3,,carrots,chop,,auto
44,2,20 green beans - chop,20,,green beans,chopped,,reviewed
44,3,1 onion - chop,1,,onion,chop,,auto
44,4,3 green chillies - cut straight,3,,green chillies,cut straight,,auto
44,5,1 teaspoon cumin powder,1,teaspoon,cumin powder,,,auto
44,6,1/2 teaspoon turmeric powder,1/2,teaspoon,turmeric powder,,,auto
44,7,1 teaspoon salt - as per taste,1,teaspoon,salt,,,reviewed
44,8,1 Tablespoon oil,1,tablespoon,oil,,,auto
44,9,1/4 teaspoon mustard,1/4,teaspoon,mustard,,,auto
44,10,10 curry leaves,10,,curry leaves,,,auto
45,1,3 Raw Banana - peeled and thinly sliced,3,,Raw Banana,peeled and thinly sliced,,auto
45,2,1/2 tablespoon Paprika powder,1/2,tablespoon,Paprika powder,,,auto
45,3,1/4 tablespoon Black pepper powder,1/4,tablespoon,Black pepper powder,,,auto
45,4,Salt - to taste,nan,,Salt,,,reviewed
45,5,1 tablespoon Extra Virgin Olive Oil - to toss,1,tablespoon,Extra Virgin Olive Oil,,,reviewed
46,1,3 cups Rice flour,3,cup,Rice flour,,,auto
46,2,1 cup Icing Sugar - powdered,1,cup,Icing Sugar,powdered,,auto
46,3,1 teaspoon Fennel seeds (Saunf),1,teaspoon,Fennel seeds (Saunf),,,auto
46,4,1 pinch Salt,1,pinch,Salt,,,auto
46,5,1 3/4 cup Coconut milk,1-3/4,cup,Coconut milk,,,reviewed
46,6,1 Whole Eggs,1,,Whole Eggs,,,auto
46,7,Sunflower Oil - for deep frying,nan,,Sunflower Oil,,,reviewed
47,1,250 grams Mutton,250,gram,Mutton,,,auto
47,2,2 tablespoon Fresh coconut - grated,2,tablespoon,Fresh coconut,grated,Fresh,auto
47,3,2 Onions,2,,Onions,,,auto
47,4,2 Potatoes (Aloo),2,,Potatoes (Aloo),,,auto
47,5,3 Tomatoes,3,,Tomatoes,,,auto
47,6,6 Green Chillies,6,,Green Chillies,,,auto
47,7,8 cloves Garlic,8,clove,Garlic,,,auto
47,8,1 inch Ginger,1,inch,Ginger,,,reviewed
47,9,1 teaspoon Poppy seeds,1,teaspoon,Poppy seeds,,,auto
47,10,1 inch Cinnamon Stick (Dalchini),1,inch,Cinnamon Stick (Dalchini),,,reviewed
47,11,4 Cloves (Laung),4,clove,Cloves (Laung),cloves,,reviewed
47,12,1 teaspoon Coriander (Dhania) Seeds,1,teaspoon,Coriander (Dhania) Seeds,,,auto
47,13,4 sprig Coriander (Dhania) Leaves - chopped,4,sprig,Coriander (Dhania) Leaves,chopped,,auto
47,14,Sunflower Oil - as required,nan,,Sunflower Oil,,,reviewed
48,1,1 cup Red matta rice,1,cup,Red matta rice,,,auto
48,2,3 1/2 cups Water,3-1/2,cup,Water,,,reviewed
48,3,1/2 cup Jaggery,1/2,cup,Jaggery,,,auto
48,4,1 teaspoon Cardamom (Elaichi) Pods/Seeds,1,teaspoon,Cardamom (Elaichi) Pods/Seeds,,,reviewed
48,5,1 cup Coconut milk,1,cup,Coconut milk,,,auto
48,6,1/4 cup Water,1/4,cup,Water,,,auto
48,7,1 tablespoon Ghee,1,tablespoon,Ghee,,,auto
48,8,12 Cashew nuts,12,,Cashew nuts,,,auto
48,9,2 tablespoons Dry coconut (kopra) - cut into small pieces,2,tablespoon,Dry coconut (kopra),cut into small pieces,Dry,auto
49,1,2 Mooli/ Mullangi (Radish) - julienned and steamed,2,,Mooli/ Mullangi (Radish),julienned and steamed,,reviewed
49,2,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
49,3,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
49,4,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
49,5,8 Curry leaves,8,,Curry leaves,,,auto
49,6,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
49,7,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,auto
49,8,2 Green Chillies,2,,Green Chillies,,,auto
49,9,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
49,10,1 inch Ginger,1,inch,Ginger,,,reviewed
49,11,Salt - to taste,nan,,Salt,,,reviewed
49,12,Sunflower Oil,nan,,Sunflower Oil,,,auto
50,1,500 grams Rice - raw,500,gram,Rice,raw,,auto
50,2,2 teaspoon Methi Seeds (Fenugreek Seeds),2,teaspoon,Methi Seeds (Fenugreek Seeds),,,auto
50,3,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,auto
50,4,1 cup Cooked rice,1,cup,Cooked rice,Cooked,,auto
50,5,4 tablespoons Sugar,4,tablespoon,Sugar,,,auto
50,6,1/4 teaspoon Baking soda,1/4,teaspoon,Baking soda,,,auto
50,7,1 teaspoon Salt,1,teaspoon,Salt,,,auto
51,1,2 cups Curd (Dahi / Yogurt),2,cup,Curd (Dahi / Yogurt),,,auto
51,2,1-1/2 cups Water,1-1/2,cup,Water,,,reviewed
51,3,5 Shallots - (pearl onions),5,,Shallots (pearl onions),,,reviewed
51,4,1 inch Ginger - finely chopped,1,inch,Ginger,finely chopped,,reviewed
51,5,3 Garlic - cloves,3,clove,Garlic,,,reviewed
51,6,1 Green Chilli - finely chopped,1,,Green Chilli,finely chopped,,auto
51,7,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
51,8,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
51,9,1/2 teaspoon Methi Seeds (Fenugreek Seeds),1/2,teaspoon,Methi Seeds (Fenugreek Seeds),,,auto
51,10,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
51,11,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,auto
51,12,2 teaspoons Coconut Oil,2,teaspoon,Coconut Oil,,,auto
51,13,Salt - to taste,nan,,Salt,,,reviewed
52,1,2 Raw Banana - boiled and diced,2,,Raw Banana,boiled and diced,,auto
52,2,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
52,3,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
52,4,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,auto
52,5,8 Curry leaves,8,,Curry leaves,,,auto
52,6,10 Pearl onions (Sambar Onions) - finely chopped,10,,Pearl onions (Sambar Onions),finely chopped,,auto
52,7,2 cloves Garlic - finely chopped,2,clove,Garlic,finely chopped,,auto
52,8,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
52,9,1/4 cup Fresh coconut - grated,1/4,cup,Fresh coconut,grated,Fresh,auto
52,10,2 Green Chillies,2,,Green Chillies,,,auto
52,11,1/4 cup Coriander (Dhania) Leaves - roughly chopped,1/4,cup,Coriander (Dhania) Leaves,roughly chopped,,auto
52,12,Salt - to taste,nan,,Salt,,,reviewed
53,1,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,auto
53,2,3 Shallots,3,,Shallots,,,auto
53,3,20 grams Tamarind,20,gram,Tamarind,,,auto
53,4,3 Dry Red Chilli,3,,Dry Red Chilli,,Dry,auto
53,5,1/2 inch Ginger,1/2,inch,Ginger,,,reviewed
53,6,3 Dry Red Chillies,3,,Dry Red Chillies,,Dry,auto
53,7,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
53,8,Salt - to taste,nan,,Salt,,,reviewed
54,1,2 cups All Purpose Flour (Maida),2,cup,All Purpose Flour (Maida),,,auto
54,2,2 tablespoons Ghee,2,tablespoon,Ghee,,,auto
54,3,1/2 cup Milk,1/2,cup,Milk,,,auto
54,4,1/2 teaspoon Sugar,1/2,teaspoon,Sugar,,,auto
54,5,1 teaspoon Salt - to taste,1,teaspoon,Salt,,,reviewed
54,6,Lukewarm Water - as required,nan,,Lukewarm Water,Lukewarm,,auto
55,1,4 Tomatoes - chopped (big pieces),4,,Tomatoes,chopped,,auto
55,2,Sunflower Oil - as required,nan,,Sunflower Oil,,,reviewed
55,3,1 tablespoon Mustard seeds,1,tablespoon,Mustard seeds,,,auto
55,4,3 Dry Red Chillies - torn into pieces,3,,Dry Red Chillies,torn into pieces,Dry,auto
55,5,5 Curry leaves,5,,Curry leaves,,,auto
55,6,2 Onions - thinly sliced,2,,Onions,thinly sliced,,auto
55,7,1 tablespoon Ginger Garlic Paste,1,tablespoon,Ginger Garlic Paste,,,auto
55,8,2 Green Chillies - chopped,2,,Green Chillies,chopped,,auto
55,9,1/2 tablespoon Kashmiri Red Chilli Powder,1/2,tablespoon,Kashmiri Red Chilli Powder,,,auto
55,10,1/2 tablespoon Turmeric powder (Haldi),1/2,tablespoon,Turmeric powder (Haldi),,,auto
55,11,Salt - to taste,nan,,Salt,,,reviewed
55,12,2 tablespoons Coriander (Dhania) Leaves - finely chopped,2,tablespoon,Coriander (Dhania) Leaves,finely chopped,,auto
56,1,500 grams Chicken - curry-cut with bones,500,gram,Chicken,curry-cut with bones,,auto
56,2,2 teaspoons Red Chilli powder,2,teaspoon,Red Chilli powder,,,auto
56,3,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
56,4,1-1/2 teaspoons Salt,1-1/2,teaspoon,Salt,,,reviewed
56,5,2 Onions - thinly sliced,2,,Onions,thinly sliced,,auto
56,6,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
56,7,2 Green Chillies,2,,Green Chillies,,,auto
56,8,1 inch Ginger - crushed or a coarse paste,1,inch,Ginger,crushed,,reviewed
56,9,6 cloves Garlic - crushed or a coarse paste,6,clove,Garlic,"cloves, crushed",,reviewed
56,10,1 Tomato - chopped,1,,Tomato,chopped,,auto
56,11,2 tablespoon Red Chilli powder,2,tablespoon,Red Chilli powder,,,auto
56,12,1 tablespoon Coriander Powder (Dhania),1,tablespoon,Coriander Powder (Dhania),,,auto
56,13,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
56,14,1 tablespoon Fennel Powder,1,tablespoon,Fennel Powder,,,auto
56,15,1 teaspoon Garam masala powder,1,teaspoon,Garam masala powder,,,auto
56,16,1 cup Coconut milk - thick,1,cup,Coconut milk,thick,,reviewed
56,17,Salt - as per your taste,nan,,Salt,,,reviewed
56,18,2 tablespoons Coconut Oil,2,tablespoon,Coconut Oil,,,auto
57,1,2 cups Kaddu (Parangikai/ Pumpkin) - chopped,2,cup,Kaddu (Parangikai/ Pumpkin),chopped,,auto
57,2,1/2 cup Black Eyed Beans (Lobia),1/2,cup,Black Eyed Beans (Lobia),,,auto
57,3,1/2 teaspoon Red Chilli powder,1/2,teaspoon,Red Chilli powder,,,auto
57,4,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
57,5,Salt - to taste,nan,,Salt,,,reviewed
57,6,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
57,7,1/2 teaspoon Cumin seeds (Jeera),1/2,teaspoon,Cumin seeds (Jeera),,,auto
57,8,1 Green Chilli,1,,Green Chilli,,,auto
57,9,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,auto
57,10,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,auto
57,11,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
57,12,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,auto
57,13,1 tablespoon Fresh coconut,1,tablespoon,Fresh coconut,,Fresh,auto
57,14,4 Pearl onions (Sambar Onions) - sliced,4,,Pearl onions (Sambar Onions),sliced,,auto
58,1,1 cup Rice,1,cup,Rice,,,auto
58,2,1/4 cup Cooked rice,1/4,cup,Cooked rice,Cooked,,auto
58,3,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
58,4,1/4 teaspoon Cumin seeds (Jeera),1/4,teaspoon,Cumin seeds (Jeera),,,auto
58,5,1 teaspoon Active dry yeast - soaked in luke warm water (2 tablespoon),1,teaspoon,Active dry yeast,soaked in luke warm water,Dry,auto
58,6,5 tablespoon Sugar,5,tablespoon,Sugar,,,auto
58,7,1/4 teaspoon Salt,1/4,teaspoon,Salt,,,auto
58,8,2 Cardamom (Elaichi) Pods/Seeds - powdered,2,,Cardamom (Elaichi) Pods/Seeds,pods/seeds,,reviewed
58,9,1 tablespoon Ghee,1,tablespoon,Ghee,,,auto
58,10,2 teaspoons Raisins,2,teaspoon,Raisins,,,auto
59,1,500 grams Sardine fish - (mathi,500,gram,Sardine fish,,,reviewed
59,2,1 cup Shallots - chopped,1,cup,Shallots,chopped,,auto
59,3,2 Tomatoes - pureed,2,,Tomatoes,pureed,,auto
59,4,1-1/2 teaspoon Ginger Garlic Paste,1-1/2,teaspoon,Ginger Garlic Paste,,,reviewed
59,5,1/2 Turmeric powder (Haldi),1/2,,Turmeric powder (Haldi),,,auto
59,6,1 tablespoon Red Chilli powder - (add more if you like more spicy),1,tablespoon,Red Chilli powder,,,reviewed
59,7,1 tablespoon Coriander Powder (Dhania),1,tablespoon,Coriander Powder (Dhania),,,auto
59,8,1 teaspoon Fennel Powder,1,teaspoon,Fennel Powder,,,auto
59,9,1-1/2 teaspoon Black pepper powder,1-1/2,teaspoon,Black pepper powder,,,reviewed
59,10,4 Kokum (Malabar Tamarind),4,,Kokum (Malabar Tamarind),,,auto
59,11,4 tablespoon Coconut Oil,4,tablespoon,Coconut Oil,,,auto
59,12,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
59,13,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
59,14,Salt - to taste,nan,,Salt,,,reviewed
59,15,Water - as required,nan,,Water,,,reviewed
60,1,2 Mango (Ripe) - peeled and chopped roughly (reserve the seeds),2,,Mango (Ripe),peeled and chopped roughly (reserve the seeds),,auto
60,2,Salt - to taste,nan,,Salt,,,reviewed
60,3,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
60,4,1 teaspoon Red Chilli powder - (add according to taste),1,teaspoon,Red Chilli powder,,,reviewed
60,5,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
60,6,2 teaspoons Mustard seeds - ground coarsely using a mortar pestle/ spice grinder,2,teaspoon,Mustard seeds,ground coarsely using a mortar pestle,,reviewed
60,7,3 tablespoons Fresh coconut - grated,3,tablespoon,Fresh coconut,grated,Fresh,auto
60,8,1/2 tablespoon Jaggery - powdered,1/2,tablespoon,Jaggery,powdered,,auto
61,1,2 eggs - boiled and cut into pieces,2,,eggs,boiled and cut into pieces,,auto
61,2,2 onions - finely chopped,2,,onions,finely chopped,,auto
61,3,2 tomatoes - finely chopped,2,,tomatoes,finely chopped,,auto
61,4,2 cloves garlic - finely chopped,2,clove,garlic,finely chopped,,auto
61,5,1 ginger - finely chopped,1,,ginger,finely chopped,,auto
61,6,1 sprig curry leaves,1,sprig,curry leaves,,,auto
61,7,3/4 teaspoon hot Masala powder,3/4,teaspoon,hot Masala powder,,,auto
61,8,1/4 teaspoon black pepper powder,1/4,teaspoon,black pepper powder,,,auto
