recipe_id,line_no,raw_line,qty,unit,name_raw,state,dry_fresh,parse_status
126,8,1 teaspoon Red Chilli powder,1,teaspoon,Red Chilli powder,,,auto
126,9,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
126,10,1 teaspoon Fennel seeds (Saunf),1,teaspoon,Fennel seeds (Saunf),,,auto
126,11,1 teaspoon Whole Black Peppercorns,1,teaspoon,Whole Black Peppercorns,,,auto
126,12,1/2 teaspoon Meat masala,1/2,teaspoon,Meat masala,,,auto
126,13,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
126,14,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,auto
127,1,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
127,2,2 Green Chillies - roughly chopped,2,,Green Chillies,roughly chopped,,auto
127,3,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
127,4,3 Carrots (Gajjar) - chopped,3,,Carrots (Gajjar),chopped,,auto
127,5,1 cup Green beans (French Beans) - chopped,1,cup,Green beans (French Beans),chopped,,auto
127,6,1 teaspoon Coconut Oil - or regular oil,1,teaspoon,Coconut Oil,,,reviewed
127,7,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,auto
127,8,1 teaspoon White Urad Dal (Split),1,teaspoon,White Urad Dal (Split),,,auto
127,9,1/4 cup Pearl onions (Sambar Onions) - finely chopped,1/4,cup,Pearl onions (Sambar Onions),finely chopped,,auto
127,10,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
127,11,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
127,12,1 teaspoon Salt - adjust as per your taste,1,teaspoon,Salt,,,reviewed
128,1,500 grams Prawns,500,gram,Prawns,,,auto
128,2,2 Onions - finely chopped,2,,Onions,finely chopped,,auto
128,3,1 inch Ginger - finely chopped,1,inch,Ginger,finely chopped,,reviewed
128,4,6 cloves Garlic,6,clove,Garlic,,,auto
128,5,1 tablespoons Red Chilli powder,1,tablespoon,Red Chilli powder,,,auto
128,6,3/4 tablespoon Coriander Powder (Dhania),3/4,tablespoon,Coriander Powder (Dhania),,,auto
128,7,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
128,8,1/4 cup Fresh coconut - pieces,1/4,cup,Fresh coconut,pieces,Fresh,reviewed
128,9,1 Kokum (Malabar Tamarind) - soaked,1,,Kokum (Malabar Tamarind),soaked,,auto
128,10,2 Kokum (Malabar Tamarind) - soaked (for the curry),2,,Kokum (Malabar Tamarind),soaked,,auto
128,11,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
128,12,Water - enough to cook the prawns,nan,,Water,,,reviewed
128,13,Salt - to taste,nan,,Salt,,,reviewed
128,14,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,auto
128,15,1/4 teaspoon Mustard seeds,1/4,teaspoon,Mustard seeds,,,auto
128,16,1 pinch Methi Powder (Fenugreek Powder),1,pinch,Methi Powder (Fenugreek Powder),,,auto
128,17,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
129,1,1-1/2 cups Mixed vegetables - (potatoes,1-1/2,cup,Mixed vegetables (Potatoes),,,reviewed
129,2,1 Onion - thinly sliced,1,,Onion,thinly sliced,,auto
129,3,1 Tomato - roughly chopped,1,,Tomato,roughly chopped,,auto
129,4,1 Green Chilli - slit,1,,Green Chilli,slit,,auto
129,5,1 inch Ginger - thinly sliced,1,inch,Ginger,thinly sliced,,reviewed
129,6,2 Garlic - sliced,2,,Garlic,sliced,,auto
129,7,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
129,8,1 cup Coconut milk - thin,1,cup,Coconut milk,thin,,reviewed
129,9,1 cup Coconut milk - thick,1,cup,Coconut milk,thick,,reviewed
129,10,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,auto
129,11,1/2 teaspoon Black pepper powder,1/2,teaspoon,Black pepper powder,,,auto
129,12,2 teaspoon Sunflower Oil,2,teaspoon,Sunflower Oil,,,auto
129,13,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
129,14,1 teaspoon Lemon juice,1,teaspoon,Lemon juice,,,auto
129,15,2 sprig Mint Leaves (Pudina) - made to paste,2,sprig,Mint Leaves (Pudina),paste,,reviewed
129,16,Salt - to taste,nan,,Salt,,,reviewed
130,1,20 Button mushrooms - finely chopped,20,,Button mushrooms,finely chopped,,auto
130,2,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
130,3,2 tablespoon Sunflower Oil,2,tablespoon,Sunflower Oil,,,auto
130,4,Salt - to taste,nan,,Salt,,,reviewed
130,5,4 tablespoon Fresh coconut - grated,4,tablespoon,Fresh coconut,grated,Fresh,auto
130,6,4 Shallots,4,,Shallots,,,auto
130,7,2 Green Chillies,2,,Green Chillies,,,auto
130,8,5 Curry leaves,5,,Curry leaves,,,auto
130,9,1/2 teaspoon Cumin seeds (Jeera),1/2,teaspoon,Cumin seeds (Jeera),,,auto
130,10,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
130,11,1 teaspoon Cumin seeds (Jeera),1,teaspoon,Cumin seeds (Jeera),,,auto
130,12,2 sprig Curry leaves,2,sprig,Curry leaves,,,auto
130,13,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,auto
131,1,1/2 cup Ragi Flour (Finger Millet/ Nagli),1/2,cup,Ragi Flour (Finger Millet/ Nagli),,,auto
131,2,1/2 cup Bajra Flour ( Pearl Millet),1/2,cup,Bajra Flour (Pearl Millet),,,reviewed
131,3,1 cup Rice flour,1,cup,Rice flour,,,auto
131,4,1 cup Drumstick Leaves (Moringa/Murungai Keerai),1,cup,Drumstick Leaves (Moringa/Murungai Keerai),,,auto
131,5,Salt - as required,nan,,Salt,,,reviewed
131,6,Water - as required,nan,,Water,,,reviewed
131,7,2 teaspoons Ghee,2,teaspoon,Ghee,,,auto
131,8,1 cup Fresh coconut - grated,1,cup,Fresh coconut,grated,Fresh,auto
132,1,2 cups Whole Wheat Flour,2,cup,Whole Wheat Flour,,,auto
132,2,1 tablespoon Ghee - for dough,1,tablespoon,Ghee,,,reviewed
132,3,1/2 cup Milk,1/2,cup,Milk,,,auto
132,4,1/2 teaspoon Sugar,1/2,teaspoon,Sugar,,,auto
132,5,Water - Lukewarm,nan,,Water,Lukewarm,,auto
132,6,Ghee - Melted,nan,,Ghee,Melted,,auto
132,7,Salt - to taste,nan,,Salt,,,reviewed
133,1,3 cups Basmati rice - soaked for 25-35 minutes,3,cup,Basmati rice,soaked for 25-35 minutes,,auto
133,2,6 Cardamom (Elaichi) Pods/Seeds,6,,Cardamom (Elaichi) Pods/Seeds,pods/seeds,,reviewed
133,3,6 Cloves (Laung),6,clove,Cloves (Laung),cloves,,reviewed
133,4,1 Cinnamon Stick (Dalchini),1,,Cinnamon Stick (Dalchini),,,reviewed
133,5,1 teaspoon Coriander (Dhania) Leaves - finely chopped,1,teaspoon,Coriander (Dhania) Leaves,finely chopped,,auto
133,6,1 teaspoon Mint Leaves (Pudina) - finely chopped,1,teaspoon,Mint Leaves (Pudina),finely chopped,,auto
133,7,3 tablespoons Ghee,3,tablespoon,Ghee,,,auto
133,8,3-4 tablespoons Lemon juice,3.5,tablespoon,Lemon juice,,,reviewed
133,9,Salt - to taste,nan,,Salt,,,reviewed
133,10,1/2 kg Prawns - cleaned and deveined,1/2,kilogram,Prawns,cleaned and deveined,,auto
133,11,1 tablespoon Ginger Garlic Paste,1,tablespoon,Ginger Garlic Paste,,,auto
133,12,1/2 tablespoon Red Chilli powder,1/2,tablespoon,Red Chilli powder,,,auto
133,13,1/2 teaspoon Whole Black Peppercorns - ground,1/2,teaspoon,Whole Black Peppercorns,ground,,auto
133,14,Salt - to taste,nan,,Salt,,,reviewed
133,15,3 Onions - finely chopped,3,,Onions,finely chopped,,auto
133,16,1/2 tablespoon Ginger - paste,1/2,tablespoon,Ginger,paste,,reviewed
133,17,1/2 tablespoon Garlic - paste,1/2,tablespoon,Garlic,paste,,reviewed
133,18,5 - 6 Green Chillies,5.5,,Green Chillies,,,reviewed
133,19,2 - 3 Tomatoes - finely chopped,2.5,,Tomatoes,finely chopped,,reviewed
133,20,1 Fresh coconut - handful,1,handful,Fresh coconut,,Fresh,reviewed
133,21,1 Coriander (Dhania) Leaves - handful,1,handful,Coriander (Dhania) Leaves,,,reviewed
133,22,1/4 cup Mint Leaves (Pudina) - finely chopped,1/4,cup,Mint Leaves (Pudina),finely chopped,,auto
133,23,1/2 cup Curd (Dahi / Yogurt),1/2,cup,Curd (Dahi / Yogurt),,,auto
133,24,6 - 8 Cashew nuts - soaked in 2 tablespoons water,7,,Cashew nuts,soaked in 2 tablespoons water,,reviewed
133,25,1 teaspoon Garam masala powder,1,teaspoon,Garam masala powder,,,auto
133,26,Sunflower Oil - vegetable oil,nan,,Sunflower Oil,,,reviewed
133,27,1 Salt - to taste,1,,Salt,,,reviewed
133,28,1 Cashew nuts - handful,1,handful,Cashew nuts,,,reviewed
133,29,1 Raisins - handful,1,handful,Raisins,,,reviewed
133,30,1 Onion - finely sliced,1,,Onion,finely sliced,,auto
133,31,1 teaspoon Coriander (Dhania) Leaves - finely chopped,1,teaspoon,Coriander (Dhania) Leaves,finely chopped,,auto
133,32,1 teaspoon Mint Leaves (Pudina) - finely chopped,1,teaspoon,Mint Leaves (Pudina),finely chopped,,auto
133,33,1 teaspoon Mint Leaves (Pudina) - finely chopped,1,teaspoon,Mint Leaves (Pudina),finely chopped,,auto
134,1,2 cups Whole Wheat Flour,2,cup,Whole Wheat Flour,,,auto
134,2,1 cup Sugar,1,cup,Sugar,,,auto
134,3,1/2 teaspoon Cooking soda,1/2,teaspoon,Cooking soda,,,auto
134,4,1 teaspoon Butter,1,teaspoon,Butter,,,auto
134,5,1/4 teaspoon Salt,1/4,teaspoon,Salt,,,auto
134,6,1 teaspoon Cardamom Powder (Elaichi),1,teaspoon,Cardamom Powder (Elaichi),,,auto
134,7,1/2 cup Milk,1/2,cup,Milk,,,auto
134,8,Water - as required,nan,,Water,,,reviewed
134,9,Sunflower Oil - to deep fry,nan,,Sunflower Oil,,,reviewed
135,1,1/2 cup Arhar dal (Split Toor Dal),1/2,cup,Arhar dal (Split Toor Dal),,,auto
135,2,2 Potato (Aloo) - peel the skin and cut into large cubes,2,,Potato (Aloo),peel the skin and cut into large cubes,,auto
135,3,1 Drumstick - cut into 2 inch pieces,1,,Drumstick,cut into 2 inch pieces,,auto
135,4,2 cups Vellai Poosanikai (Ash gourd/White Pumpkin) - cut into medium sized cubes,2,cup,Vellai Poosanikai (Ash gourd/White Pumpkin),cut into medium sized cubes,,auto
135,5,2 Carrots (Gajjar) - cubed,2,,Carrots (Gajjar),cubed,,auto
135,6,6 Bhindi (Lady Finger/Okra) - cut into 1 and ½ inch pieces,6,,Bhindi (Lady Finger/Okra),cut into 1 and 1/2 inch pieces,,auto
135,7,1 Tomato - diced,1,,Tomato,diced,,auto
135,8,10 Shallots - whole or cut into half,10,,Shallots,whole or halved,,reviewed
135,9,1-1/2 cup Tamarind Water,1-1/2,cup,Tamarind Water,,,reviewed
135,10,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
135,11,2 Green Chillies - slit lengthwise,2,,Green Chillies,slit lengthwise,,auto
135,12,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
135,13,5 sprig Coriander (Dhania) Leaves - freshly chopped,5,sprig,Coriander (Dhania) Leaves,freshly chopped,,auto
135,14,Salt - to taste,nan,,Salt,,,reviewed
135,15,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
135,16,3 teaspoon Coriander (Dhania) Seeds,3,teaspoon,Coriander (Dhania) Seeds,,,auto
135,17,4 Dry Red Chillies,4,,Dry Red Chillies,,Dry,auto
135,18,1 teaspoon Black Urad Dal (Split),1,teaspoon,Black Urad Dal (Split),,,auto
135,19,1 teaspoon Chana dal (Bengal Gram Dal),1,teaspoon,Chana dal (Bengal Gram Dal),,,auto
135,20,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1/4,teaspoon,Methi Seeds (Fenugreek Seeds),,,auto
135,21,1/4 teaspoon Asafoetida (hing),1/4,teaspoon,Asafoetida (hing),,,auto
135,22,1 Curry leaves - few,1,,Curry leaves,,,reviewed
135,23,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
135,24,2 teaspoons Coconut Oil,2,teaspoon,Coconut Oil,,,auto
135,25,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,auto
135,26,2 Shallots - finely sliced (optional),2,,Shallots,finely sliced,,auto
135,27,2 Dry Red Chillies,2,,Dry Red Chillies,,Dry,auto
135,28,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
136,1,1 cup Kala Chana (Brown Chickpeas) - soaked overnight and cooked,1,cup,Kala Chana (Brown Chickpeas),soaked overnight and cooked,,auto
136,2,1 tablespoon Coconut Oil,1,tablespoon,Coconut Oil,,,auto
136,3,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,auto
136,4,2 sprig Curry leaves - finely chopped,2,sprig,Curry leaves,finely chopped,,auto
136,5,2 Green Chillies - slit,2,,Green Chillies,slit,,auto
136,6,15 Pearl onions (Sambar Onions) - finely chopped,15,,Pearl onions (Sambar Onions),finely chopped,,auto
136,7,5 cloves Garlic - finely chopped,5,clove,Garlic,finely chopped,,auto
136,8,1 inch Ginger - finely chopped,1,inch,Ginger,finely chopped,,reviewed
136,9,1/2 cup Homemade tomato puree,1/2,cup,Homemade tomato puree,,,auto
136,10,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
136,11,1/2 teaspoon Red Chilli powder,1/2,teaspoon,Red Chilli powder,,,auto
136,12,Salt - to taste,nan,,Salt,,,reviewed
136,13,1 cup Fresh coconut,1,cup,Fresh coconut,,Fresh,auto
136,14,2 tablespoons Coriander (Dhania) Seeds,2,tablespoon,Coriander (Dhania) Seeds,,,auto
136,15,1 teaspoon Fennel seeds (Saunf),1,teaspoon,Fennel seeds (Saunf),,,auto
137,1,1 Raw Banana - peeled and cut into small cubes,1,,Raw Banana,peeled and cut into small cubes,,auto
137,2,1 cup Kaddu (Parangikai/ Pumpkin) - cut into small cubes,1,cup,Kaddu (Parangikai/ Pumpkin),cut into small cubes,,auto
137,3,6 Bhindi (Lady Finger/Okra) - cut into 1 inch pieces,6,,Bhindi (Lady Finger/Okra),cut into 1 inch pieces,,auto
137,4,20 grams Tamarind - lemon sized,20,gram,Tamarind,lemon sized,,reviewed
137,5,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
137,6,1 teaspoon Jaggery,1,teaspoon,Jaggery,,,auto
137,7,2 tablespoons Rice,2,tablespoon,Rice,,,auto
137,8,1 teaspoon Methi Seeds (Fenugreek Seeds),1,teaspoon,Methi Seeds (Fenugreek Seeds),,,auto
137,9,7 Dry Red Chillies,7,,Dry Red Chillies,,Dry,auto
137,10,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
137,11,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
137,12,1/4 teaspoon Asafoetida (hing),1/4,teaspoon,Asafoetida (hing),,,auto
137,13,Coconut Oil - for cooking,nan,,Coconut Oil,,,reviewed
137,14,Salt - to taste,nan,,Salt,,,reviewed
138,1,2 raw banana peel,2,,raw banana peel,,,auto
138,2,1/4 teaspoon turmeric powder,1/4,teaspoon,turmeric powder,,,auto
138,3,2 cups water,2,cup,water,,,auto
138,4,salt,nan,,salt,,,auto
138,5,1/2 cup coconut - grated,1/2,cup,coconut,grated,,auto
138,6,3 cloves garlic,3,clove,garlic,,,auto
138,7,1/2 teaspoon cumin,1/2,teaspoon,cumin,,,auto
138,8,4 green chillies,4,,green chillies,,,auto
138,9,4 small onions,4,,small onions,,,auto
138,10,salt,nan,,salt,,,auto
138,11,1 tablespoon oil,1,tablespoon,oil,,,auto
138,12,1/4 teaspoon mustard,1/4,teaspoon,mustard,,,auto
138,13,2 dry red chillies,2,,dry red chillies,,Dry,auto
138,14,8 curry leaves,8,,curry leaves,,,auto
139,1,1 Jackfruit Raw (Kathal) - with skin shaved off,1,,Jackfruit Raw (Kathal),with skin shaved off,,auto
139,2,1 teaspoon Turmeric powder (Haldi),1,teaspoon,Turmeric powder (Haldi),,,auto
139,3,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
139,4,3 Dry Red Chillies,3,,Dry Red Chillies,,Dry,auto
139,5,1 Onion - finely chopped,1,,Onion,finely chopped,,auto
139,6,2 Green Chillies - finely chopped,2,,Green Chillies,finely chopped,,auto
139,7,1/2 teaspoon Cumin seeds (Jeera),1/2,teaspoon,Cumin seeds (Jeera),,,auto
139,8,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,auto
139,9,1 teaspoon White Urad Dal (Split),1,teaspoon,White Urad Dal (Split),,,auto
139,10,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
139,11,1/2 teaspoon Asafoetida (hing),1/2,teaspoon,Asafoetida (hing),,,auto
139,12,Salt - to taste,nan,,Salt,,,reviewed
140,1,2 cups Drumstick Leaves (Moringa/Murungai Keerai) - or Murrungai Keerai,2,cup,Drumstick Leaves (Moringa/Murungai Keerai),,,reviewed
140,2,1 cup Pearl onions (Sambar Onions) - chopped,1,cup,Pearl onions (Sambar Onions),chopped,,auto
140,3,1 inch Ginger - chopped,1,inch,Ginger,chopped,,reviewed
140,4,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
140,5,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
140,6,Salt - to taste,nan,,Salt,,,reviewed
140,7,Coconut Oil - for cooking,nan,,Coconut Oil,,,reviewed
140,8,1/2 cup Fresh coconut,1/2,cup,Fresh coconut,,Fresh,auto
140,9,1 tablespoon Cumin seeds (Jeera),1,tablespoon,Cumin seeds (Jeera),,,auto
140,10,1 tablespoon Turmeric powder (Haldi),1,tablespoon,Turmeric powder (Haldi),,,auto
140,11,1 tablespoon Red Chilli powder,1,tablespoon,Red Chilli powder,,,auto
141,1,300 gram Fish,300,gram,Fish,,,auto
141,2,3 teaspoon Sunflower Oil,3,teaspoon,Sunflower Oil,,,auto
141,3,1/2 teaspoon Cumin seeds (Jeera),1/2,teaspoon,Cumin seeds (Jeera),,,auto
141,4,1 Onion - chopped,1,,Onion,chopped,,auto
141,5,1 teaspoon Ginger - paste,1,teaspoon,Ginger,paste,,reviewed
141,6,2 Tomatoes - chopped,2,,Tomatoes,chopped,,auto
141,7,3 cloves Garlic - finely chopped,3,clove,Garlic,finely chopped,,auto
141,8,1/4 teaspoon Turmeric powder (Haldi),1/4,teaspoon,Turmeric powder (Haldi),,,auto
141,9,1/2 teaspoon Red Chilli powder,1/2,teaspoon,Red Chilli powder,,,auto
141,10,1/4 teaspoon Vinegar,1/4,teaspoon,Vinegar,,,auto
141,11,1/4 Lemon juice,1/4,,Lemon juice,,,auto
141,12,50 ml Coconut milk,50,milliliter,Coconut milk,,,auto
141,13,Salt - to taste,nan,,Salt,,,reviewed
142,1,300 grams Green beans (French Beans) - cut into inch long pieces,300,gram,Green beans (French Beans),cut into inch long pieces,,auto
142,2,2 Onion - thinly sliced,2,,Onion,thinly sliced,,auto
142,3,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
142,4,1 sprig Curry leaves,1,sprig,Curry leaves,,,auto
142,5,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
142,6,1 teaspoon Black pepper powder,1,teaspoon,Black pepper powder,,,auto
142,7,1 teaspoon Coconut Oil,1,teaspoon,Coconut Oil,,,auto
142,8,Salt - to taste,nan,,Salt,,,reviewed
143,1,2 cups Elephant yam (Suran/Senai/Ratalu) - cubed,2,cup,Elephant yam (Suran/Senai/Ratalu),cubed,,auto
143,2,2-1/2 cups Water,2-1/2,cup,Water,,,reviewed
143,3,8 Garlic - cloves,8,clove,Garlic,,,reviewed
143,4,1 Onion - finely chopped,1,,Onion,finely chopped,,auto
143,5,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
143,6,1-1/2 teaspoon Red Chilli powder,1-1/2,teaspoon,Red Chilli powder,,,reviewed
143,7,1/2 teaspoon Black pepper powder,1/2,teaspoon,Black pepper powder,,,auto
143,8,1/2 teaspoon Fennel Powder,1/2,teaspoon,Fennel Powder,,,auto
143,9,1 tablespoon Sunflower Oil,1,tablespoon,Sunflower Oil,,,auto
143,10,1 teaspoon Mustard seeds,1,teaspoon,Mustard seeds,,,auto
143,11,6 Curry leaves,6,,Curry leaves,,,auto
144,1,3 Carrots (Gajjar) - grated,3,,Carrots (Gajjar),grated,,auto
144,2,1/2 Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/2,,Cabbage (Patta Gobi/ Muttaikose),finely chopped,,auto
144,3,1 Onion - finely chopped,1,,Onion,finely chopped,,auto
144,4,4 Green Chillies - slit,4,,Green Chillies,slit,,auto
144,5,1/2 teaspoon Turmeric powder (Haldi),1/2,teaspoon,Turmeric powder (Haldi),,,auto
144,6,1 teaspoon Cumin powder (Jeera),1,teaspoon,Cumin powder (Jeera),,,auto
144,7,1 tablespoon Sunflower Oil,1,tablespoon,Sunflower Oil,,,auto
144,8,1/2 teaspoon Mustard seeds,1/2,teaspoon,Mustard seeds,,,auto
144,9,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
144,10,6 Curry leaves,6,,Curry leaves,,,auto
144,11,Salt - as required,nan,,Salt,,,reviewed
145,1,1.5 cups Red Black Eyed Beans (Azuki),1-1/2,cup,Red Black Eyed Beans (Azuki),,,reviewed
145,2,1/2 cup Fresh coconut - grated,1/2,cup,Fresh coconut,grated,Fresh,auto
145,3,3 tablespoons Coriander (Dhania) Seeds,3,tablespoon,Coriander (Dhania) Seeds,,,auto
145,4,4 Dry Red Chillies,4,,Dry Red Chillies,,Dry,auto
145,5,2 tablespoons Tamarind Paste,2,tablespoon,Tamarind Paste,,,auto
145,6,Coriander (Dhania) Leaves - few sprigs,nan,sprig,Coriander (Dhania) Leaves,,,reviewed
145,7,1 tablespoon Sunflower Oil,1,tablespoon,Sunflower Oil,,,auto
145,8,Salt - to taste,nan,,Salt,,,reviewed
11,7,1 tsp active dry yeast - + 1/2 cup lukewarm water,1,teaspoon,active dry yeast,,Dry,reviewed
11,8,1 tsp active dry yeast - + 1/2 cup lukewarm water,2-Jan,cup,lukewarm water,,,reviewed
66,7,1 teaspoon Active dry yeast -  + 1/2 cup of luke warm water,1,teaspoon,Active dry yeast,,Dry,reviewed
66,8,1 teaspoon Active dry yeast -  + 1/2 cup of luke warm water,2-Jan,cup,luke warm water,,,reviewed
101,10,salt - 1 sprig curry leaves,,,salt,,,reviewed
101,11,salt - 1 sprig curry leaves,1,sprig,curry leaves,,,reviewed
